SEÇÃO XIV
PÉROLAS NATURAIS OU CULTIVADAS, PEDRAS PRECIOSAS OU
SEMIPRECIOSAS E SEMELHANTES, METAIS PRECIOSOS,
METAIS FOLHEADOS OU CHAPEADOS DE METAIS PRECIOSOS 
(PLAQUÊ), E SUAS OBRAS; BIJUTERIAS; MOEDAS
Capítulo 71
Pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas
e semelhantes, metais preciosos, metais folheados ou chapeados de metais preciosos
(plaquê), e suas obras; bijuterias; moedas
Notas.

1.- Ressalvado o disposto na alínea a) da Nota 1 da Seção VI e as exceções a seguir referidas, classificam-se no presente Capítulo todos os artefatos, compostos total ou parcialmente:

a) de pérolas naturais ou cultivadas, de pedras preciosas ou semipreciosas, ou de pedras sintéticas ou reconstituídas; ou
b) de metais preciosos ou de metais folheados ou chapeados de metais preciosos (plaquê).

2.- A) As posições 71.13, 71.14 e 71.15 não compreendem os artefatos em que os metais preciosos ou os metais folheados ou chapeados de metais preciosos (plaquê) constituam simples acessórios ou guarnições de mínima importância (por exemplo: iniciais, monogramas, virolas, cercaduras); a alínea b) da Nota 1 anterior não se aplica a esses artigos.

B) Só estão compreendidos na posição 71.16 os artefatos que não contenham metais preciosos nem metais folheados ou chapeados de metais preciosos (plaquê), ou que apenas os contenham como simples acessórios ou guarnições de mínima importância.

3.- O presente Capítulo não compreende:

a) os amálgamas de metais preciosos e os metais preciosos em estado coloidal (posição 28.43);
b) os materiais esterilizados para suturas cirúrgicas, os produtos para obturação dentária e os outros artefatos do Capítulo 30;
c) os produtos do Capítulo 32 (polimentos líquidos, por exemplo);
d) os catalisadores em suporte (posição 38.15);
e) os artefatos das posições 42.02 e 42.03, citados na Nota 2B do Capítulo 42;
f) os artefatos das posições 43.03 e 43.04;
g) os produtos incluídos na Seção XI (matérias têxteis e suas obras);
h) os calçados, os chapéus e artefatos de uso semelhante e outros artefatos dos Capítulos 64 ou 65;
ij) os guarda-chuvas, bengalas e outros artefatos do Capítulo 66;
k) os artefatos guarnecidos de pó de diamante, de pó de pedras preciosas ou semipreciosas ou de pó de pedras sintéticas, que constituam artefatos abrasivos das posições 68.04 ou 68.05 ou ferramentas do Capítulo 82; as ferramentas ou artefatos do Capítulo 82 cuja parte operante seja de pedras preciosas ou semipreciosas, ou de pedras sintéticas ou reconstituídas; as máquinas, aparelhos e materiais elétricos, e suas partes, da Seção XVI. Continuam, no entanto, incluídos neste Capítulo, os artefatos e suas partes, constituídos inteiramente de pedras preciosas ou semipreciosas, ou de pedras sintéticas ou reconstituídas, com exceção das safiras e dos diamantes, trabalhados, não montados, para agulhas de toca-discos (posição 85.22);
l) os artefatos dos Capítulos 90, 91 ou 92 (instrumentos científicos, aparelhos de relojoaria e semelhantes e instrumentos musicais);
m)as armas e suas partes (Capítulo 93);
n) os artefatos mencionados na Nota 2 do Capítulo 95;
o) os artefatos classificados no Capítulo 96, de acordo com a Nota 4 do referido Capítulo;
p) as obras originais de arte estatuária e de escultura (posição 97.03), os objetos de coleção (posição 97.05) e as antigüidades com mais de 100 anos (posição 97.06). Todavia, as pérolas naturais ou cultivadas e as pedras preciosas ou semipreciosas continuam compreendidas no presente Capítulo.

4.- A) Consideram-se metais preciosos a prata, o ouro e a platina.

B) O termo platina compreende a platina, o irídio, o ósmio, o paládio, o ródio e o rutênio.

C) As expressões pedras preciosas ou semipreciosas e pedras sintéticas ou reconstituídas não compreendem as substâncias mencionadas na alínea b) da Nota 2 do Capítulo 96.

5.- Na acepção do presente Capítulo, consideram-se ligas de metais preciosos (incluídos as misturas sinterizadas e os compostos intermetálicos) aquelas que contenham um ou mais metais preciosos, desde que o peso do metal precioso ou de um dos metais preciosos seja pelo menos igual a 2% do peso da liga. As ligas de metais preciosos classificam-se da seguinte maneira:

a) as que contenham, em peso, pelo menos 2% de platina, classificam-se como ligas de platina;
b) as que contenham, em peso, pelo menos 2% de ouro, mas não contenham platina ou a contenham em percentagem inferior, em peso, a 2%, classificam-se como ligas de ouro;
c) qualquer outra contendo, em peso, 2% ou mais de prata, classifica-se como liga de prata.

6.- Salvo disposição em contrário, a referência na Nomenclatura a metais preciosos ou a um ou vários metais preciosos especificamente designados, compreende também as ligas classificadas com os referidos metais por força da Nota 5. A expressão metal precioso não compreende os artefatos definidos na Nota 7, nem os metais comuns ou as matérias não metálicas, platinados, dourados ou prateados.

7.- Na Nomenclatura, consideram-se metais folheados ou chapeados de metais preciosos (plaquê) os artefatos com um suporte de metal que apresentem uma ou mais faces recobertas de metais preciosos, por soldadura, laminagem a quente ou por processo mecânico semelhante. Salvo disposição em contrário, os artefatos de metais comuns incrustados de metais preciosos, consideram-se folheados ou chapeados de metais preciosos (plaquê).

8.- Ressalvadas as disposições da Nota 1 a) da Seção VI, os produtos incluídos no texto da posição 71.12, classificam-se nesta posição e não em nenhuma outra da Nomenclatura.

9.- Na acepção da posição 71.13 consideram-se artefatos de joalheria:
a) os pequenos objetos de adorno pessoal (por exemplo, anéis, braceletes ou pulseiras, colares, broches, brincos, correntes de relógio, berloques, pendentes, alfinetes ou pregadores de gravata, abotoaduras e artefatos semelhantes, medalhas e insígnias, religiosas ou outras);
b) os artefatos de uso pessoal destinados a ser usados na própria pessoa, nos bolsos ou na bolsa (por exemplo, cigarreiras, charuteiras, tabaqueiras, caixinhas para bombons ou para pós ou comprimidos, bolsas em cota de malha, rosários).
Estes artigos podem conter, por exemplo, pérolas naturais, cultivadas ou imitações de pérolas, pedras preciosas ou semipreciosas, imitações dessas pedras, pedras sintéticas ou reconstituídas ou ainda partes de carapaças de tartaruga, madrepérola, marfim, âmbar natural ou reconstituído, azeviche ou coral.

10.- Na acepção da posição 71.14 consideram-se artefatos de ourivesaria os objetos para serviço de mesa ou de toucador, as guarnições para escritório, os apetrechos para fumantes (fumadores), os objetos para ornamentação de interiores e os destinados ao exercício de cultos.

11.- Na acepção da posição 71.17, consideram-se bijuterias os artefatos da mesma natureza dos definidos na alínea a) da Nota 9 (exceto botões e outros artefatos da posição 96.06, pentes, travessas e semelhantes, assim como os grampos para cabelo, da posição 96.15), não contendo pérolas naturais ou cultivadas, pedras preciosas ou semipreciosas, pedras sintéticas ou reconstituídas, ou só contendo metais preciosos ou metais folheados ou chapeados de metais preciosos (plaquê) como guarnições ou acessórios de mínima importância.

Notas de Subposições.

1.-  Na acepção das subposições 7106.10, 7108.11, 7110.11, 7110.21, 7110.31 e 7110.41, os termos pós e em pó compreendem os produtos que passem através de uma peneira com abertura de malha de 0,5mm numa proporção igual ou superior a 90%, em peso.

2.-  Não obstante as disposições da alínea B) da Nota 4 do presente Capítulo, na acepção das subposições 7110.11 e 7110.19 o termo platina não compreende o irídio, o ósmio, o paládio, o ródio e o rutênio.

3.-  Para classificação das ligas nas subposições da posição 71.10, cada liga classifica-se com a do metal (platina, paládio, ródio, irídio, ósmio ou rutênio) que predomine em peso sobre cada um dos outros.


NCM|DESCRIÇÃO|ALÍQUOTA (%)
 | | 
|I.- PÉROLAS NATURAIS OU CULTIVADAS,  PEDRAS  PRECIOSAS  OU  SEMIPRECIOSAS  E  SEMELHANTES|
 | | 
71.01|Pérolas naturais ou cultivadas, mesmo trabalhadas ou combinadas, mas não enfiadas, nem montadas, nem engastadas; pérolas naturais ou cultivadas, enfiadas temporariamente para facilidade de transporte. | 
7101.10.00|-Pérolas naturais|30
7101.2|-Pérolas cultivadas:| 
7101.21.00|--Em bruto|30
7101.22.00|--Trabalhadas|30
 | | 
71.02|Diamantes, mesmo trabalhados, mas não montados nem engastados.| 
7102.10.00|-Não selecionados|0
 |Ex 01 - Em bruto|NT
7102.2|-Industriais:| 
7102.21.00|--Em bruto ou simplesmente serrados, clivados ou desbastados|0
7102.29.00|--Outros|0
7102.3|-Não industriais:| 
7102.31.00|--Em bruto ou simplesmente serrados, clivados ou desbastados|0
 |Ex 01 - Em bruto|NT
7102.39.00|--Outros|0
 | | 
71.03|Pedras preciosas (exceto diamantes) ou semipreciosas, mesmo trabalhadas ou combinadas, mas não enfiadas, nem montadas, nem engastadas; pedras preciosas (exceto diamantes) ou semipreciosas, não combinadas, enfiadas temporariamente para facilidade de transporte.| 
7103.10.00|-Em bruto ou simplesmente serradas ou desbastadas|NT
7103.9|-Trabalhadas de outro modo:| 
7103.91.00|--Rubis, safiras e esmeraldas|0
7103.99.00|--Outras|0
 | | 
71.04|Pedras sintéticas ou reconstituídas, mesmo trabalhadas ou combinadas, mas não enfiadas, nem montadas, nem engastadas; pedras sintéticas ou reconstituídas, não combinadas, enfiadas temporariamente para facilidade de transporte.| 
7104.10.00|-Quartzo piezelétrico|12
7104.20|-Outras, em bruto ou simplesmente serradas ou desbastadas| 
7104.20.10|Diamantes|12
7104.20.90|Outras|12
7104.90.00|-Outras|12
 | | 
71.05|Pó de diamantes, de pedras preciosas ou semipreciosas ou de pedras sintéticas.| 
7105.10.00|-De diamantes|0
7105.90.00|-Outros|0
 | | 
|II.- METAIS PRECIOSOS, METAIS FOLHEADOS OU CHAPEADOS DE METAIS PRECIOSOS (PLAQUÊ)|
 | | 
71.06|Prata (incluída a prata dourada ou platinada), em formas brutas ou semimanufaturadas, ou em pó.| 
7106.10.00|-Pós|0
7106.9|-Outras:| 
7106.91.00|--Em formas brutas|0
7106.92|--Em formas semimanufaturadas| 
7106.92.10|Barras, fios e perfis de seção maciça|0
7106.92.20|Chapas, lâminas, folhas e tiras|0
7106.92.90|Outras|0
 | | 
7107.00.00|Metais comuns folheados ou chapeados (plaquê) de prata, em formas brutas ou semimanufaturadas.|10
 | | 
71.08|Ouro (incluído o ouro platinado), em formas brutas ou semimanufaturadas, ou em pó.| 
7108.1|-Para usos não monetários:| 
7108.11.00|--Pós|0
7108.12|--Em outras formas brutas| 
7108.12.10|Bulhão dourado ("bullion doré")|0
7108.12.90|Outras|0
7108.13|--Em outras formas semimanufaturadas| 
7108.13.10|Barras, fios e perfis de seção maciça|0
7108.13.90|Outros|0
7108.20.00|-Para uso monetário|0
 | | 
7109.00.00|Metais comuns ou prata, folheados ou chapeados (plaquê) de ouro, em formas brutas ou semimanufaturadas.|10
 | | 
71.10|Platina, em formas brutas ou semimanufaturadas, ou em pó.| 
7110.1|-Platina:| 
7110.11.00|--Em formas brutas ou em pó|0
7110.19|--Outras| 
7110.19.10|Barras, fios e perfis de seção maciça|0
7110.19.90|Outras|0
7110.2|-Paládio:| 
7110.21.00|--Em formas brutas ou em pó|0
7110.29.00|--Outras|0
7110.3|-Ródio:| 
7110.31.00|--Em formas brutas ou em pó|0
7110.39.00|--Outras|0
7110.4|-Irídio, ósmio e rutênio:| 
7110.41.00|--Em formas brutas ou em pó|0
7110.49.00|--Outras|0
 | | 
7111.00.00|Metais comuns, prata ou ouro, folheados ou chapeados (plaquê) de platina, em formas brutas ou semimanufaturadas.|10
 | | 
71.12|Desperdícios e resíduos de metais preciosos ou de metais folheados ou chapeados de metais preciosos (plaquê); outros desperdícios e resíduos contendo metais preciosos ou compostos de metais preciosos, do tipo dos utilizados principalmente para a recuperação de metais preciosos.| 
7112.30|-Cinzas contendo metais preciosos ou compostos de metais preciosos| 
7112.30.10|Contendo ouro, mas não contendo outros metais preciosos|0
 |Ex 01 - Do tipo dos utilizados principalmente para recuperação de metal precioso, exceto cinzas ou lixo de ourivessaria|NT
7112.30.20|Contendo platina, mas não contendo outros metais preciosos|0
 |Ex 01 - Do tipo dos utilizados principalmente para recuperação de metal precioso, exceto cinzas ou lixo de ourivessaria|NT
7112.30.90|Outros|0
 |Ex 01 - Do tipo dos utilizados principalmente para recuperação de metal precioso, exceto cinzas ou lixo de ourivessaria|NT
7112.9|-Outros:| 
7112.91.00|--De ouro ou de metais folheados ou chapeados (plaquê) de ouro, exceto os resíduos que contenham outros metais preciosos|0
 |Ex 01 - Resíduos do tipo dos utilizados para recuperação desse metal|NT
7112.92.00|--De platina ou de metais folheados ou chapeados (plaquê) de platina, exceto os resíduos que contenham outros metais preciosos|0
 |Ex 01 - Resíduos do tipo dos utilizados para recuperação desse metal|NT
7112.99.00|--Outros|0
 |Ex 01 - Resíduos do tipo dos utilizados para recuperação de metal precioso|NT
 | | 
|III.- ARTEFATOS DE JOALHERIA, DE OURIVESARIA E OUTRAS OBRAS|
 | | 
71.13|Artefatos de joalheria e suas partes, de metais preciosos ou de metais folheados ou chapeados de metais preciosos (plaquê).| 
7113.1|-De metais preciosos, mesmo revestidos, folheados ou chapeados de metais preciosos (plaquê):| 
7113.11.00|--De prata, mesmo revestida, folheada ou chapeada de outros metais preciosos (plaquê)|12
7113.19.00|--De outros metais preciosos, mesmo revestidos, folheados ou chapeados de metais preciosos (plaquê)|12
7113.20.00|-De metais comuns folheados ou chapeados de metais preciosos (plaquê)|12
 | | 
71.14|Artefatos de ourivesaria e suas partes, de metais preciosos ou de metais folheados ou chapeados de metais preciosos (plaquê).| 
7114.1|-De metais preciosos, mesmo revestidos, folheados ou chapeados de metais preciosos (plaquê):| 
7114.11.00|--De prata, mesmo revestida, folheada ou chapeada de outros metais preciosos (plaquê)|12
7114.19.00|--De outros metais preciosos, mesmo revestidos, folheados ou chapeados de metais preciosos (plaquê)|12
7114.20.00|-De metais comuns folheados ou chapeados de metais preciosos (plaquê)|12
 | | 
71.15|Outras obras de metais preciosos ou de metais folheados ou chapeados de metais preciosos (plaquê).| 
7115.10.00|-Telas ou grades catalisadoras, de platina|10
7115.90.00|-Outras|10
 | | 
71.16|Obras de pérolas naturais ou cultivadas, de pedras preciosas ou semipreciosas ou de pedras sintéticas ou reconstituídas.| 
7116.10.00|-De pérolas naturais ou cultivadas:|12
7116.20|-De pedras preciosas ou semipreciosas, ou de pedras sintéticas ou reconstituídas| 
7116.20.10|De diamantes sintéticos|12
7116.20.20|Guias de agulhas, de rubi, para cabeças de impressão|12
7116.20.90|Outras|12
 | | 
71.17|Bijuterias.| 
7117.1|-De metais comuns, mesmo prateados, dourados ou platinados:| 
